input_text,simplified_phrase
"Simplify this emergency instruction into concise, actionable phrases: Without delay, leave your belongings behind and evacuate the building immediately right now.",Leave Belongings. Evacuate Now.
"Simplify this emergency instruction into concise, actionable phrases: Right now, you need to take the left exit door and go down the stairs slowly before the situation worsens.",Left. Exit. Stairs. Slowly.
"Simplify this emergency instruction into concise, actionable phrases: It is very important that you move to higher ground immediately to avoid the floodwaters immediately.",Move Higher. Avoid Flood.
"Simplify this emergency instruction into concise, actionable phrases: For your safety, please stay inside your vehicle and wait for emergency responders.",Stay In Vehicle. Wait.
"Simplify this emergency instruction into concise, actionable phrases: Close the door behind you to slow the spread of fire while remaining calm.",Close Door. Slow Fire.
"Simplify this emergency instruction into concise, actionable phrases: Attention: crawl under the smoke to reach the nearest safe exit while waiting for responders.",Crawl Under Smoke. Find Exit.
"Simplify this emergency instruction into concise, actionable phrases: Emergency: find a safe place to hide and stay quiet until help arrives and help others if you can.",Hide. Stay Quiet.
"Simplify this emergency instruction into concise, actionable phrases: Quickly lock the doors, turn off the lights, and remain silent without panicking.",Lock Doors. Lights Off. Remain Silent.
"Simplify this emergency instruction into concise, actionable phrases: Kindly move to higher ground immediately to avoid the floodwaters.",Move Higher. Avoid Flood.
"Simplify this emergency instruction into concise, actionable phrases: Without delay, activate the fire alarm on your way out of the corridor carefully.",Activate Alarm. Exit Corridor.
"Simplify this emergency instruction into concise, actionable phrases: For your safety, please move away from the windows and find a secure room and stay calm.",Away From Windows. Secure Room.
"Simplify this emergency instruction into concise, actionable phrases: Stay away from the shoreline until officials declare it safe following emergency procedures.",Away Shoreline. Wait Clearance.
"Simplify this emergency instruction into concise, actionable phrases: Please make sure to take the left exit door and go down the stairs slowly as soon as possible.",Left. Exit. Stairs. Slowly.
"Simplify this emergency instruction into concise, actionable phrases: It is very important that you apply direct pressure to the wound and elevate the injured area carefully.",Apply Pressure. Elevate Wound.
"Simplify this emergency instruction into concise, actionable phrases: Attention: use the fire extinguisher on the base of the flames right now.",Extinguish Fire. Aim at Base.
"Simplify this emergency instruction into concise, actionable phrases: Warning: do not use the elevators, use the emergency fire stairs and stay calm.",No Elevators. Use Stairs.
"Simplify this emergency instruction into concise, actionable phrases: It is very important that you take the left exit door and go down the stairs slowly to ensure your safety.",Left. Exit. Stairs. Slowly.
"Simplify this emergency instruction into concise, actionable phrases: Emergency: apply direct pressure to the wound and elevate the injured area.",Apply Pressure. Elevate Wound.
"Simplify this emergency instruction into concise, actionable phrases: Kindly leave your belongings behind and evacuate the building immediately before the situation worsens.",Leave Belongings. Evacuate Now.
"Simplify this emergency instruction into concise, actionable phrases: Quickly call an ambulance and wait outside for them to arrive before the situation worsens.",Call Ambulance. Wait Outside.
"Simplify this emergency instruction into concise, actionable phrases: Emergency: move away from the windows and find a secure room immediately.",Away From Windows. Secure Room.
"Simplify this emergency instruction into concise, actionable phrases: Please apply direct pressure to the wound and elevate the injured area while waiting for responders.",Apply Pressure. Elevate Wound.
"Simplify this emergency instruction into concise, actionable phrases: Right now, you need to drop to the floor, take cover under a sturdy table, and hold on and help others if you can.",Drop. Cover. Hold On.
"Simplify this emergency instruction into concise, actionable phrases: Please do not drink the tap water, use bottled water instead.",No Tap Water. Use Bottled.
"Simplify this emergency instruction into concise, actionable phrases: Please use the fire extinguisher on the base of the flames without panicking.",Extinguish Fire. Aim at Base.
"Simplify this emergency instruction into concise, actionable phrases: Emergency: secure all loose objects and stay away from glass panels while waiting for responders.",Secure Objects. Avoid Glass.
"Simplify this emergency instruction into concise, actionable phrases: Please do not drink the tap water, use bottled water instead and stay calm.",No Tap Water. Use Bottled.
"Simplify this emergency instruction into concise, actionable phrases: Quickly stay away from electrical outlets and avoid using wired devices as soon as possible.",Avoid Outlets. No Wired Devices.
"Simplify this emergency instruction into concise, actionable phrases: Kindly do not use the elevators, use the emergency fire stairs immediately.",No Elevators. Use Stairs.
"Simplify this emergency instruction into concise, actionable phrases: Emergency: do not use the elevators, use the emergency fire stairs as soon as possible.",No Elevators. Use Stairs.
"Simplify this emergency instruction into concise, actionable phrases: It is very important that you stay away from electrical outlets and avoid using wired devices and help others if you can.",Avoid Outlets. No Wired Devices.
